,PROCESSO,ROTULO_MANUAL,LEI
20308,01570026820158240000,EXP,artigo 475
20309,01570026820158240000,EXP,artigo 16
20310,01570026820158240000,EXP,artigo 475
20311,01570026820158240000,EXP,artigo 16
20312,01570026820158240000,EXP,artigo 475
20313,01570026820158240000,EXP,artigo 16
20314,01570026820158240000,EXP,artigo 475
20315,01570026820158240000,EXP,artigo 16
20316,01570026820158240000,EXP,artigo 475
20317,01570026820158240000,EXP,artigo 16
20318,01570026820158240000,EXP,artigo 475
20319,01570026820158240000,EXP,artigo 16
20320,01570026820158240000,EXP,artigo 475
20321,01570026820158240000,EXP,artigo 16
20322,01570026820158240000,EXP,artigo 475
20323,01570026820158240000,EXP,artigo 16
20324,01570026820158240000,EXP,artigo 475
20325,01570026820158240000,EXP,artigo 16
20326,01570026820158240000,EXP,artigo 475
20327,40053968520168240000,EXP,artigo 16
20328,40053968520168240000,EXP,artigo 475
20329,40053968520168240000,EXP,artigo 16
20330,40053968520168240000,EXP,artigo 475
20331,00125813820138240005,MAR,artigo 373
20332,00125813820138240005,MAR,artigo 85
20333,00125813820138240005,MAR,artigo 1022
20334,00125813820138240005,MAR,artigo 373
20335,00125813820138240005,MAR,artigo 85
20336,00125813820138240005,MAR,artigo 1022
20337,06008281420148240033,MAR,artigo 1013
20338,06008281420148240033,MAR,artigo 373
20339,06008281420148240033,MAR,artigo 1013
20340,06008281420148240033,MAR,artigo 373
20341,06008281420148240033,MAR,artigo 1013
20342,06008281420148240033,MAR,artigo 373
20343,06008281420148240033,MAR,artigo 1013
20344,06008281420148240033,MAR,artigo 373
20345,00011593320118240071,DAN,artigo 20
20346,00011593320118240071,DAN,artigo 20
20347,00011593320118240071,DAN,artigo 1022
20348,00011593320118240071,DAN,artigo 1022
20349,00011593320118240071,DAN,artigo 20
20350,00011593320118240071,DAN,artigo 20
20351,00011593320118240071,DAN,artigo 1022
20352,00011593320118240071,DAN,artigo 1022
20353,00011593320118240071,DAN,artigo 20
20354,00011593320118240071,DAN,artigo 20
20355,00011593320118240071,DAN,artigo 1022
20356,00011593320118240071,DAN,artigo 1022
20357,00011593320118240071,DAN,artigo 20
20358,00011593320118240071,DAN,artigo 20
20359,00011593320118240071,DAN,artigo 1022
20360,00011593320118240071,DAN,artigo 1022
20361,00245720420088240064,SUC,artigo 1829
20362,00245720420088240064,SUC,artigo 1829
20363,00245720420088240064,SUC,artigo 1022
20364,00245720420088240064,SUC,artigo 1829
20365,00245720420088240064,SUC,artigo 1829
20366,00245720420088240064,SUC,artigo 1022
20367,00257135820088240064,FAM,6858/1980
20368,00257135820088240064,FAM,artigo 5
20369,00257135820088240064,FAM,artigo 8
20370,00257135820088240064,FAM,artigo 4
20371,00257135820088240064,FAM,artigo 317
20372,00257135820088240064,FAM,artigo 488
20373,00257135820088240064,FAM,artigo 4
20374,00257135820088240064,FAM,6858/1980
20375,00257135820088240064,FAM,artigo 5
20376,00257135820088240064,FAM,artigo 8
20377,00257135820088240064,FAM,artigo 4
20378,00257135820088240064,FAM,artigo 317
20379,00257135820088240064,FAM,artigo 488
20380,00257135820088240064,FAM,artigo 4
20381,00257135820088240064,FAM,artigo 1022
20382,00257135820088240064,FAM,artigo 1022
20383,00257135820088240064,SUC,6858/1980
20384,00257135820088240064,SUC,artigo 5
20385,00257135820088240064,SUC,artigo 8
20386,00257135820088240064,SUC,artigo 4
20387,00257135820088240064,SUC,artigo 317
20388,00257135820088240064,SUC,artigo 488
20389,00257135820088240064,SUC,artigo 4
20390,00257135820088240064,SUC,6858/1980
20391,00257135820088240064,SUC,artigo 5
20392,00257135820088240064,SUC,artigo 8
20393,00257135820088240064,SUC,artigo 4
20394,00257135820088240064,SUC,artigo 317
20395,00257135820088240064,SUC,artigo 488
20396,00257135820088240064,SUC,artigo 4
20397,00257135820088240064,SUC,artigo 1022
20398,00257135820088240064,SUC,artigo 1022
20399,00257135820088240064,FAM,6858/1980
20400,00257135820088240064,FAM,artigo 5
20401,00257135820088240064,FAM,artigo 8
20402,00257135820088240064,FAM,artigo 4
20403,00257135820088240064,FAM,artigo 317
20404,00257135820088240064,FAM,artigo 488
20405,00257135820088240064,FAM,artigo 4
20406,00257135820088240064,FAM,6858/1980
20407,00257135820088240064,FAM,artigo 5
20408,00257135820088240064,FAM,artigo 8
20409,00257135820088240064,FAM,artigo 4
20410,00257135820088240064,FAM,artigo 317
20411,00257135820088240064,FAM,artigo 488
20412,00257135820088240064,FAM,artigo 4
20413,00257135820088240064,FAM,artigo 1022
20414,00257135820088240064,FAM,artigo 1022
20415,00257135820088240064,SUC,6858/1980
20416,00257135820088240064,SUC,artigo 5
20417,00257135820088240064,SUC,artigo 8
20418,00257135820088240064,SUC,artigo 4
20419,00257135820088240064,SUC,artigo 317
20420,00257135820088240064,SUC,artigo 488
20421,00257135820088240064,SUC,artigo 4
20422,00257135820088240064,SUC,6858/1980
20423,00257135820088240064,SUC,artigo 5
20424,00257135820088240064,SUC,artigo 8
20425,00257135820088240064,SUC,artigo 4
20426,00257135820088240064,SUC,artigo 317
20427,00257135820088240064,SUC,artigo 488
20428,00257135820088240064,SUC,artigo 4
20429,00257135820088240064,SUC,artigo 1022
20430,00257135820088240064,SUC,artigo 1022
20431,00100387220168240000,EXP,artigo 21
20432,00100387220168240000,EXP,artigo 1022
20433,00100387220168240000,EXP,artigo 21
20434,00100387220168240000,EXP,artigo 1022
20435,00061628220148240064,SOC,5869/1973
20436,00061628220148240064,SOC,artigo 18
20437,00061628220148240064,SOC,artigo 740
20438,00061628220148240064,SOC,artigo 85
20439,00061628220148240064,SOC,artigo 85
20440,00061628220148240064,SOC,artigo 85
20441,00183711720118240023,BAN,22626/1933
20442,00183711720118240023,BAN,1963/2000
20443,00183711720118240023,BAN,artigo 14
20444,00183711720118240023,BAN,artigo 1013
20445,00183711720118240023,BAN,artigo 192
20446,00183711720118240023,BAN,artigo 192
20447,00183711720118240023,BAN,22626/1933
20448,00183711720118240023,BAN,1963/2000
20449,00183711720118240023,BAN,artigo 14
20450,00183711720118240023,BAN,artigo 1013
20451,00183711720118240023,BAN,artigo 192
20452,00183711720118240023,BAN,artigo 192
20453,00183711720118240023,BAN,artigo 1022
20454,00183711720118240023,BAN,artigo 535
20455,00183711720118240023,BAN,artigo 1022
20456,00183711720118240023,BAN,artigo 535
20457,00183711720118240023,BAN,22626/1933
20458,00183711720118240023,BAN,1963/2000
20459,00183711720118240023,BAN,artigo 14
20460,00183711720118240023,BAN,artigo 1013
20461,00183711720118240023,BAN,artigo 192
20462,00183711720118240023,BAN,artigo 192
20463,00183711720118240023,BAN,22626/1933
20464,00183711720118240023,BAN,1963/2000
20465,00183711720118240023,BAN,artigo 14
20466,00183711720118240023,BAN,artigo 1013
20467,00183711720118240023,BAN,artigo 192
20468,00183711720118240023,BAN,artigo 192
20469,00183711720118240023,BAN,artigo 1022
20470,00183711720118240023,BAN,artigo 535
20471,00183711720118240023,BAN,artigo 1022
20472,00183711720118240023,BAN,artigo 535
20473,00183711720118240023,BAN,22626/1933
20474,00183711720118240023,BAN,1963/2000
20475,00183711720118240023,BAN,artigo 14
20476,00183711720118240023,BAN,artigo 1013
20477,00183711720118240023,BAN,artigo 192
20478,00183711720118240023,BAN,artigo 192
20479,00183711720118240023,BAN,22626/1933
20480,00183711720118240023,BAN,1963/2000
20481,00183711720118240023,BAN,artigo 14
20482,00183711720118240023,BAN,artigo 1013
20483,00183711720118240023,BAN,artigo 192
20484,00183711720118240023,BAN,artigo 192
20485,00183711720118240023,BAN,artigo 1022
20486,00183711720118240023,BAN,artigo 535
20487,00183711720118240023,BAN,artigo 1022
20488,00183711720118240023,BAN,artigo 535
20489,00183711720118240023,BAN,22626/1933
20490,00183711720118240023,BAN,1963/2000
20491,00183711720118240023,BAN,artigo 14
20492,00183711720118240023,BAN,artigo 1013
20493,00183711720118240023,BAN,artigo 192
20494,00183711720118240023,BAN,artigo 192
20495,00183711720118240023,BAN,22626/1933
20496,00183711720118240023,BAN,1963/2000
20497,00183711720118240023,BAN,artigo 14
20498,00183711720118240023,BAN,artigo 1013
20499,00183711720118240023,BAN,artigo 192
20500,00183711720118240023,BAN,artigo 192
20501,00183711720118240023,BAN,artigo 1022
20502,00183711720118240023,BAN,artigo 535
20503,00183711720118240023,BAN,artigo 1022
20504,00183711720118240023,BAN,artigo 535
20505,01554645220158240000,EXP,artigo 475
20506,01554645220158240000,EXP,artigo 21
20507,01554645220158240000,EXP,artigo 475
20508,01554645220158240000,EXP,artigo 21
20509,01554645220158240000,EXP,artigo 475
20510,01554645220158240000,EXP,artigo 21
20511,01554645220158240000,EXP,artigo 1022
20512,01554645220158240000,EXP,artigo 1022
20513,01554645220158240000,EXP,artigo 1022
20514,01554645220158240000,EXP,artigo 475
20515,01554645220158240000,EXP,artigo 21
20516,01554645220158240000,EXP,artigo 475
20517,01554645220158240000,EXP,artigo 21
20518,01554645220158240000,EXP,artigo 475
20519,01554645220158240000,EXP,artigo 21
20520,01554645220158240000,EXP,artigo 1022
20521,01554645220158240000,EXP,artigo 1022
20522,01554645220158240000,EXP,artigo 1022
20523,01554645220158240000,EXP,artigo 475
20524,01554645220158240000,EXP,artigo 21
20525,01554645220158240000,EXP,artigo 475
20526,01554645220158240000,EXP,artigo 21
20527,01554645220158240000,EXP,artigo 475
20528,01554645220158240000,EXP,artigo 21
20529,01554645220158240000,EXP,artigo 1022
20530,01554645220158240000,EXP,artigo 1022
20531,01554645220158240000,EXP,artigo 1022
20532,01554645220158240000,EXP,artigo 475
20533,01554645220158240000,EXP,artigo 21
20534,01554645220158240000,EXP,artigo 475
20535,01554645220158240000,EXP,artigo 21
20536,01554645220158240000,EXP,artigo 475
20537,01554645220158240000,EXP,artigo 21
20538,01554645220158240000,EXP,artigo 1022
20539,01554645220158240000,EXP,artigo 1022
20540,01554645220158240000,EXP,artigo 1022
20541,01554645220158240000,EXP,artigo 475
20542,01554645220158240000,EXP,artigo 21
20543,01554645220158240000,EXP,artigo 475
20544,01554645220158240000,EXP,artigo 21
20545,01554645220158240000,EXP,artigo 475
20546,01554645220158240000,EXP,artigo 21
20547,01554645220158240000,EXP,artigo 1022
20548,01554645220158240000,EXP,artigo 1022
20549,01554645220158240000,EXP,artigo 1022
20550,01554645220158240000,EXP,artigo 475
20551,01554645220158240000,EXP,artigo 21
20552,01554645220158240000,EXP,artigo 475
20553,01554645220158240000,EXP,artigo 21
20554,01554645220158240000,EXP,artigo 475
20555,01554645220158240000,EXP,artigo 21
20556,01554645220158240000,EXP,artigo 1022
20557,01554645220158240000,EXP,artigo 1022
20558,01554645220158240000,EXP,artigo 1022
20559,40124881720168240000,EXP,artigo 475
20560,40124881720168240000,EXP,artigo 16
20561,40124881720168240000,EXP,artigo 475
20562,40124881720168240000,EXP,artigo 16
20563,40124881720168240000,EXP,artigo 475
20564,40124881720168240000,EXP,artigo 16
20565,40124881720168240000,EXP,artigo 475
20566,40124881720168240000,EXP,artigo 16
20567,40124881720168240000,EXP,artigo 475
20568,40124881720168240000,EXP,artigo 16
20569,40124881720168240000,EXP,artigo 475
20570,40124881720168240000,EXP,artigo 16
20571,40124881720168240000,EXP,artigo 475
20572,40124881720168240000,EXP,artigo 16
20573,40124881720168240000,EXP,artigo 475
20574,40124881720168240000,EXP,artigo 16
20575,40124881720168240000,EXP,artigo 475
20576,40124881720168240000,EXP,artigo 16
20577,40124881720168240000,EXP,artigo 475
20578,40124881720168240000,EXP,artigo 16
20579,40124881720168240000,EXP,artigo 475
20580,40124881720168240000,EXP,artigo 16
20581,40124881720168240000,EXP,artigo 475
20582,40124881720168240000,EXP,artigo 16
20583,40124881720168240000,EXP,artigo 475
20584,40124881720168240000,EXP,artigo 16
20585,40124881720168240000,EXP,artigo 475
20586,40124881720168240000,EXP,artigo 16
20587,40124881720168240000,EXP,artigo 475
20588,40124881720168240000,EXP,artigo 16
20589,40124881720168240000,EXP,artigo 475
20590,40124881720168240000,EXP,artigo 16
20591,40124881720168240000,EXP,artigo 475
20592,40124881720168240000,EXP,artigo 16
20593,40124881720168240000,EXP,artigo 475
20594,40124881720168240000,EXP,artigo 16
20595,01568139020158240000,EXP,artigo 16
20596,01568139020158240000,EXP,artigo 475
20597,01568139020158240000,EXP,artigo 16
20598,01568139020158240000,EXP,artigo 475
20599,01568139020158240000,EXP,artigo 16
20600,01568139020158240000,EXP,artigo 475
20601,01568139020158240000,EXP,artigo 16
20602,01568139020158240000,EXP,artigo 475
20603,01568139020158240000,EXP,artigo 16
20604,01568139020158240000,EXP,artigo 475
20605,01568139020158240000,EXP,artigo 16
20606,01568139020158240000,EXP,artigo 475
20607,01568139020158240000,EXP,artigo 16
20608,01568139020158240000,EXP,artigo 475
20609,01568139020158240000,EXP,artigo 16
20610,01568139020158240000,EXP,artigo 475
20611,01575006720158240000,EXP,artigo 16
20612,01575006720158240000,EXP,artigo 16
20613,01575006720158240000,EXP,artigo 16
20614,01575006720158240000,EXP,artigo 16
20615,01575006720158240000,EXP,artigo 16
20616,01575006720158240000,EXP,artigo 16
20617,01575006720158240000,EXP,artigo 16
20618,01575006720158240000,EXP,artigo 16
20619,01575006720158240000,EXP,artigo 16
20620,01575006720158240000,EXP,artigo 16
20621,01575006720158240000,EXP,artigo 16
20622,01575006720158240000,EXP,artigo 16
20623,01575006720158240000,EXP,artigo 16
20624,01575006720158240000,EXP,artigo 16
20625,01575006720158240000,EXP,artigo 16
20626,01575006720158240000,EXP,artigo 16
20627,01575006720158240000,EXP,artigo 16
20628,01575006720158240000,EXP,artigo 16
20629,01580410320158240000,EXP,5869/1973
20630,01580410320158240000,EXP,artigo 475
20631,01580410320158240000,EXP,artigo 475
20632,01580410320158240000,EXP,artigo 475
20633,01580410320158240000,EXP,5869/1973
20634,01580410320158240000,EXP,artigo 475
20635,01580410320158240000,EXP,artigo 475
20636,01580410320158240000,EXP,artigo 475
20637,01580410320158240000,EXP,5869/1973
20638,01580410320158240000,EXP,artigo 475
20639,01580410320158240000,EXP,artigo 475
20640,01580410320158240000,EXP,artigo 475
20641,01580410320158240000,EXP,artigo 1022
20642,01580410320158240000,EXP,artigo 1022
20643,01580410320158240000,EXP,artigo 1022
20644,01580410320158240000,EXP,artigo 1022
20645,01580410320158240000,EXP,artigo 1022
20646,01580410320158240000,EXP,artigo 1022
20647,01580410320158240000,EXP,5869/1973
20648,01580410320158240000,EXP,artigo 475
20649,01580410320158240000,EXP,artigo 475
20650,01580410320158240000,EXP,artigo 475
20651,01580410320158240000,EXP,5869/1973
20652,01580410320158240000,EXP,artigo 475
20653,01580410320158240000,EXP,artigo 475
20654,01580410320158240000,EXP,artigo 475
20655,01580410320158240000,EXP,5869/1973
20656,01580410320158240000,EXP,artigo 475
20657,01580410320158240000,EXP,artigo 475
20658,01580410320158240000,EXP,artigo 475
20659,01580410320158240000,EXP,artigo 1022
20660,01580410320158240000,EXP,artigo 1022
20661,01580410320158240000,EXP,artigo 1022
20662,01580410320158240000,EXP,artigo 1022
20663,01580410320158240000,EXP,artigo 1022
20664,01580410320158240000,EXP,artigo 1022
20665,01580410320158240000,EXP,5869/1973
20666,01580410320158240000,EXP,artigo 475
20667,01580410320158240000,EXP,artigo 475
20668,01580410320158240000,EXP,artigo 475
20669,01580410320158240000,EXP,5869/1973
20670,01580410320158240000,EXP,artigo 475
20671,01580410320158240000,EXP,artigo 475
20672,01580410320158240000,EXP,artigo 475
20673,01580410320158240000,EXP,5869/1973
20674,01580410320158240000,EXP,artigo 475
20675,01580410320158240000,EXP,artigo 475
20676,01580410320158240000,EXP,artigo 475
20677,01580410320158240000,EXP,artigo 1022
20678,01580410320158240000,EXP,artigo 1022
20679,01580410320158240000,EXP,artigo 1022
20680,01580410320158240000,EXP,artigo 1022
20681,01580410320158240000,EXP,artigo 1022
20682,01580410320158240000,EXP,artigo 1022
20683,01580410320158240000,EXP,5869/1973
20684,01580410320158240000,EXP,artigo 475
20685,01580410320158240000,EXP,artigo 475
20686,01580410320158240000,EXP,artigo 475
20687,01580410320158240000,EXP,5869/1973
20688,01580410320158240000,EXP,artigo 475
20689,01580410320158240000,EXP,artigo 475
20690,01580410320158240000,EXP,artigo 475
20691,01580410320158240000,EXP,5869/1973
20692,01580410320158240000,EXP,artigo 475
20693,01580410320158240000,EXP,artigo 475
20694,01580410320158240000,EXP,artigo 475
20695,01580410320158240000,EXP,artigo 1022
20696,01580410320158240000,EXP,artigo 1022
20697,01580410320158240000,EXP,artigo 1022
20698,01580410320158240000,EXP,artigo 1022
20699,01580410320158240000,EXP,artigo 1022
20700,01580410320158240000,EXP,artigo 1022
20701,01580410320158240000,EXP,5869/1973
20702,01580410320158240000,EXP,artigo 475
20703,01580410320158240000,EXP,artigo 475
20704,01580410320158240000,EXP,artigo 475
20705,01580410320158240000,EXP,5869/1973
20706,01580410320158240000,EXP,artigo 475
20707,01580410320158240000,EXP,artigo 475
20708,01580410320158240000,EXP,artigo 475
20709,01580410320158240000,EXP,5869/1973
20710,01580410320158240000,EXP,artigo 475
20711,01580410320158240000,EXP,artigo 475
20712,01580410320158240000,EXP,artigo 475
20713,01580410320158240000,EXP,artigo 1022
20714,01580410320158240000,EXP,artigo 1022
20715,01580410320158240000,EXP,artigo 1022
20716,01580410320158240000,EXP,artigo 1022
20717,01580410320158240000,EXP,artigo 1022
20718,01580410320158240000,EXP,artigo 1022
20719,01580410320158240000,EXP,5869/1973
20720,01580410320158240000,EXP,artigo 475
20721,01580410320158240000,EXP,artigo 475
20722,01580410320158240000,EXP,artigo 475
